ID,Disease Domain,News Title,News Snippet,Source Domain,Label
DM345,Neuropathy,Cutting-Edge Research and Future Directions in DN,Comprehensive overview of current understanding and future directions in diabetic neuropathy research and management,Nature Signal Transduction,Real
DM346,Neuropathy,Diabetes and Nerve Health: Understanding the Damage,"Over time, high levels of glucose and lipids can damage the nerves and small blood vessels that nourish the nerves, leading to neuropathy",IDF,Real
DM347,Neuropathy,Diabetic Neuropathy: Nerve Damage in Diabetes,Diabetic neuropathy is nerve damage that can occur in people with diabetes; different types cause different symptoms,NIDDK,Real
DM348,Neuropathy,"Study Uncovers Links Between Diabetes, Nerve Damage and Chronic Pain","Study found that diabetic peripheral neuropathy leads to increased inflammation and immune system activity, disrupting pain signaling",UAB,Real
DM349,Neuropathy,Oxidative and Inflammatory Stress Damage Nerve Cells,"A prevailing view of pathogenesis is that oxidative and inflammatory stress may, in the context of metabolic dysfunction, damage nerve cells",Diabetes Care,Real
DM350,Neuropathy,Diabetes-Related Neuropathy: Symptoms and Treatment,Diabetes-related neuropathy is nerve damage that affects people with diabetes; the most common type is peripheral neuropathy affecting feet,Cleveland Clinic,Real
DM351,Cardiovascular,Cardiovascular Diseases and Diabetes Connection,Cardiovascular diseases are a group of disorders of the heart and blood vessels; diabetes significantly increases risk,WHO,Real
DM352,Cardiovascular,CVD and Diabetes: Pathophysiological Connection,"Pathophysiologically, diabetes is a vascular disease; those living with type 2 diabetes are twice as likely to die from heart disease and stroke",World Heart Federation,Real
DM353,Cardiovascular,Type 2 Diabetes Increases Cardiovascular Disease Risk,"People living with Type 2 diabetes are more likely to develop and die from cardiovascular diseases, such as heart attacks, strokes and heart failure",American Heart Association,Real
DM354,Cardiovascular,Cardiovascular Disease in Women with Type 1 Diabetes,"Cardiovascular disease remains the leading cause of mortality among people with type 1 diabetes, with cardiovascular mortality disproportionately affecting women",Springer,Real
DM355,Cardiovascular,Heart Disease Facts: 1 in 3 Deaths from CVD,"In 2023, 919,032 people died from cardiovascular disease, equivalent to 1 in every 3 deaths, with diabetes as major risk factor",CDC,Real
DM356,Cardiovascular,Diabetic Cardiovascular Complications in Women and Young Adults,"Cardiovascular disease is the major complication and leading cause of death among individuals with type 2 diabetes, particularly affecting women",PMC,Real
DM357,Cardiovascular,People with Diabetes Twice as Likely to Have Heart Disease,"People with diabetes are twice as likely to have heart disease or a stroke than people without diabetes, highlighting need for prevention",ADA,Real
DM358,Cardiovascular,Diabetes Significantly Increases Risk of Heart Attack and Stroke,"According to AHA, people with diabetes are two to four times more likely to die from heart disease or stroke than those without",DeTar,Real
DM359,Cardiovascular,2025 Heart Disease and Stroke Statistics Report,The AHA Heart Disease and Stroke Statistical Update presents the latest data on major clinical heart and circulatory disease conditions,AHA Journals,Real
DM360,Cardiovascular,Integrated Cardiovascular-Diabetes Care Improves Outcomes,New guidelines emphasize integrated care approaches for patients with both diabetes and cardiovascular disease to improve outcomes,ESC,Real
DM361,Type 1 Diabetes,Breakthrough T1D: Leading Global Research Organization,Breakthrough T1D is the leading global type 1 diabetes research and advocacy organization helping make everyday life with T1D better,Breakthrough T1D,Real
DM362,Type 1 Diabetes,Stanford Scientists Cure Diabetes in Mice,"An ""immune system reset"" cured autoimmune, or Type 1, diabetes in mice in a Stanford Medicine study; approach may be useful for other autoimmune diseases",Stanford Medicine,Real
DM363,Type 1 Diabetes,Diabetes Research Institute Announces Transplantation Breakthrough,"The approach highlights the potential of human, stem cell-derived islets combined with a microgel to reverse Type 1 diabetes",DRI Miami,Real
DM364,Type 1 Diabetes,State of the Cure: Cell Therapy Breakthroughs,People with type 1 diabetes are making insulin again through experimental and FDA-approved treatments; challenges remain for widespread access,diaTribe,Real
DM365,Type 1 Diabetes,Breakthroughs in Type 1 Diabetes Research in 2025,"Take a look back at the most exciting type 1 diabetes research breakthroughs from 2025, covering prevention, cures and treatments",Breakthrough T1D Australia,Real
DM366,Type 1 Diabetes,Scientist Hopes to Cure Type 1 Diabetes by Disguising Stem Cells,Scientist building upon research with the goal of one day using a stem cell therapy disguised from immune system to cure Type 1 diabetes,U Arizona,Real
DM367,Type 1 Diabetes,Curing Type 1 Diabetes Could Be Canada's Legacy,"From insulin to regenerative therapy, Canada's contribution to diabetes research is unmatched; question is whether we'll continue to lead",Breakthrough T1D Canada,Real
DM368,Type 1 Diabetes,Tzield: First Disease-Modifying Therapy for Stage 2 T1D,"In an exciting update for the T1D community, Tzield—the first disease-modifying therapy approved by FDA to delay progression of stage 2 T1D",Breakthrough T1D,Real
DM369,Type 1 Diabetes,New Insulin Formulations Improve Type 1 Management,Rapid-acting insulin analogs with faster onset and shorter duration provide better postprandial glucose control in type 1 diabetes,Diabetes Technology,Real
DM370,Type 1 Diabetes,Immunotherapy Approaches Show Promise in T1D Prevention,Multiple immunotherapy trials demonstrate potential to delay or prevent onset of clinical type 1 diabetes in high-risk individuals,JCI,Real
DM371,Type 2 Diabetes,Effective Weight Loss for Type 2 Diabetes Management,The Sleep AHEAD trial found that type 2 diabetes patients with obesity who lost weight with intensive lifestyle intervention showed improved outcomes,Health Monitor Network,Real
DM372,Type 2 Diabetes,Clinical Guidance for Diabetes Prevention and Management,Health care providers play a crucial role in helping patients prevent or delay type 2 diabetes and manage all types of diabetes,CDC,Real
DM373,Type 2 Diabetes,Advances in Management of Type 2 Diabetes in Adults,"Review focuses specifically on recent advances in management of hyperglycaemia in diabetes, including drug and non-drug treatments",PMC,Real
DM374,Type 2 Diabetes,Advanced Diabetes Technology Assists in Glycemic Targets,"Advanced diabetes technology can potentially assist persons with diabetes to achieve glycemic targets, improve quality of life, reduce burden of care",AACE,Real
DM375,Type 2 Diabetes,AACE Consensus Statement on Type 2 Diabetes Management,Algorithm for management of persons with type 2 diabetes includes 11 distinct sections covering comprehensive care principles,Endocrine Practice,Real
DM376,Type 2 Diabetes,"Expert News, Research and Tools for Better Diabetes Care","Diabetes in Control covers expert articles, tools, and news trusted by professionals to improve outcomes for Type 1 and Type 2 diabetes",Diabetes In Control,Real
DM377,Type 2 Diabetes,Type 2 Diabetes Treatment Includes Multiple Approaches,"Treatment includes taking diabetes medicines, making wise food choices, exercising regularly, controlling blood pressure and cholesterol",News Medical,Real
DM378,Type 2 Diabetes,Dual GIP/GLP-1 Agonists Show Superior Efficacy in T2D,Tirzepatide demonstrates superior HbA1c reduction and weight loss compared to basal insulin in type 2 diabetes clinical trials,NEJM,Real
DM379,Type 2 Diabetes,Remission of Type 2 Diabetes Achievable with Weight Loss,DiRECT trial demonstrates that substantial weight loss can lead to remission of type 2 diabetes in significant proportion of patients,Lancet,Real
DM380,Type 2 Diabetes,Personalized Medicine Approaches Transform T2D Treatment,Pharmacogenomic testing and precision medicine approaches are enabling more personalized treatment selection for type 2 diabetes patients,Nature Medicine,Real
DM381,Gestational Diabetes,Gestational Diabetes Symptoms and Causes,High blood sugar may raise the risk of labor and delivery before your pregnancy due date; this is called preterm birth,Mayo Clinic,Real
DM382,Gestational Diabetes,Long-Term Consequences of Gestational Diabetes Mellitus,"GDM is associated with adverse immediate pregnancy outcomes including increased risk for gestational hypertension, preeclampsia",PMC,Real
DM383,Gestational Diabetes,Hidden Impact of Gestational Diabetes on Offspring,Fetal exposure to maternal hyperglycemia leads to short-term complications such as macrosomia and neonatal hypoglycemia and long-term risks,MDPI Life,Real
DM384,Gestational Diabetes,Long-Term Implications of Gestational Diabetes,Up to 1 in 2 people with gestational diabetes develop type 2 diabetes within 5 to 10 years of giving birth,Tommy's,Real
DM385,Gestational Diabetes,Diabetes During Pregnancy Causes Serious Problems Later,"Gestational diabetes is associated with complications during pregnancy including high blood pressure, giving birth to a big baby",The Conversation,Real
