ID,Disease Domain,News Title,News Snippet,Source Domain,Label
DF072,Diabetes & Neuropathy,Acupuncture completely reverses diabetic nerve damage,Overstated claim that acupuncture alone regenerates diabetic nerves,nervecurepro.com,Fake
DF073,Diabetes & Eye,Rubbing eyes daily prevents diabetic retinopathy,Claim that eye rubbing stops diabetes-related eye disease progression,naturalvisioncure.com,Fake
DF074,Diabetes & Nephropathy,Dandelion root tea cures diabetic kidney disease,Herbal remedy claim for complete reversal of nephropathy,kidneycleansepro.com,Fake
DF075,Diabetes & Medications,Doctors are paid to prescribe dangerous diabetes drugs,Conspiracy claim that medical professionals are bribed by pharmaceutical companies,bigpharmatruth.com,Fake
DF076,Diabetes & Foot Ulcer,Hydrogen peroxide kills all diabetic ulcer bacteria instantly,Claim that peroxide on open ulcers eliminates infection,woundcuremyth.com,Fake
DF077,Diabetes & Cure,My grandmother's 100-year-old recipe cures diabetes,Nostalgia-based claim of secret family cure,ancientcure.com,Fake
DF078,Diabetes & Neuropathy,Hot pepper diet regenerates diabetic nerves,Claim that capsaicin-rich foods alone repair nerve damage,naturalnervecure.com,Fake
DF079,Diabetes & Eye,No glasses means no diabetic eye disease,Claim that not needing glasses = no retinopathy,eyewellnessdaily.com,Fake
DF080,Diabetes & Nephropathy,GFR improvement means kidney cure,Misinterpretation of minor variation as complete healing,renalhealthmyths.com,Fake
DF081,Diabetes & Medications,Metformin is a toxic poison,Overstated claim of medication danger without evidence,medtruthdaily.com,Fake
DF082,Diabetes & Foot Ulcer,Direct sunlight cures diabetic foot infections,Dangerous claim that UV light kills infection in diabetic ulcers,sunhealing.com,Fake
DF083,Diabetes & Cure,Aromatherapy eliminates diabetes,Nonsensical claim that essential oils cure diabetes,oilscure.com,Fake
DF084,Diabetes & Eye,Eye color changes indicate retinopathy,False claim that iris color reveals diabetic eye disease,healthmyths.com,Fake
DF085,Diabetes & Nephropathy,Kidney pain is a good sign in diabetes,Dangerous misinterpretation of renal pain as healing,renalhealthmyths.com,Fake
DF086,Diabetes & Neuropathy,Tickling feet cures neuropathy,Ridiculous claim that tickling regenerates diabetic nerves,nervecuremyth.com,Fake
DF087,Diabetes & Medications,Expired metformin works better than fresh,Dangerous claim about medication safety and efficacy,medtruthtips.com,Fake
DF088,Diabetes & Eye,Eating eggs daily reverses diabetic eye damage,Claim that dietary cholesterol heals retinal damage,naturalvisioncure.com,Fake
DF089,Diabetes & Nephropathy,Coffee enemas cure diabetic kidney disease,Dangerous bogus therapy claim,detoxpro.com,Fake
DF090,Diabetes & Foot Ulcer,Olive oil dressing works better than medical dressings,Claim that kitchen oil heals diabetic ulcers better than medical supplies,homecureadvisor.com,Fake
DF091,Diabetes & Cure,Diabetes can be cured by willpower alone,Claim that positive thinking eliminates disease,mindovermatter.com,Fake
DF092,Diabetes & Neuropathy,Cold showers reverse diabetic nerve damage,Claim that extreme temperature therapy regenerates nerves,nervecurepro.com,Fake
DF093,Diabetes & Eye,Pupil dilation test is dangerous for diabetics,False claim that regular eye exams harm diabetic patients,eyewellnessdaily.com,Fake
DF094,Diabetes & Nephropathy,Cranberry juice eliminates diabetic kidney problems,Claim that cranberry treats nephropathy,kidneycleansepro.com,Fake
DF095,Diabetes & Medications,Stop all diabetes medication when blood sugar improves,Dangerous advice to discontinue prescribed medication,cureadvisor.com,Fake
DF096,Diabetes & Foot Ulcer,Self-surgery on foot ulcers is safe,Dangerous claim that patients can treat ulcers at home with no medical help,homewoundcare.com,Fake
DF097,Diabetes & Cure,Hypnotherapy cures type 1 diabetes,Claim that hypnosis eliminates autoimmune disease,mindcure.com,Fake
DF098,Diabetes & Eye,Night vision loss is the first sign of diabetic retinopathy,False claim about early detection,healthmyths.com,Fake
DF099,Diabetes & Nephropathy,Yellow skin indicates kidney healing in diabetes,False claim about jaundice as positive sign,renalhealthdaily.com,Fake
DF100,Diabetes & Medications,Natural herbs are always safe for diabetes patients,Misleading claim ignoring herb-drug interactions and side effects,herbalremediesdaily.com,Fake
DF101,Diabetes & Cure,Diabetes cure discovered but hidden by Big Pharma,Claim that a cure exists but is suppressed,truthmed.com,Fake
DF102,Diabetes & Eye,Blinking exercises replace diabetes eye exams,Claim that blinking prevents need for retinopathy screening,diyeyesight.com,Fake
DF103,Diabetes & Nephropathy,Eating clay cures diabetic kidney disease,Dangerous claim about clay consumption,alternativecure.com,Fake
DF104,Diabetes & Neuropathy,Vibrating insoles regenerate diabetic nerves,Product claim for neuropathy reversal,vibrationtherapy.com,Fake
DF105,Diabetes & Medications,Diabetes drugs cause amputation,Overstated claim scaring patients from treatment,medtruthdaily.com,Fake
DF106,Diabetes & Foot Ulcer,Silver solution cures all diabetic foot infections,Claim of antibiotic alternative,naturalwoundcare.com,Fake
DF107,Diabetes & Cure,Mango leaves cure diabetes permanently,Herbal remedy claim,ancientcure.com,Fake
DF108,Diabetes & Eye,Sunlight heals diabetic retinopathy,Dangerous claim about solar exposure,sunhealing.com,Fake
DF109,Diabetes & Nephropathy,Water fasting reverses diabetic kidney failure,Dangerous claim about fasting while diabetic,fastingcure.com,Fake
DF110,Diabetes & Neuropathy,Mud packs regenerate diabetic nerves,Ridiculous remedy claim,naturalnervecure.com,Fake
DF111,Diabetes & Medications,Insulin causes all diabetic complications,False claim about insulin therapy,medtruthdaily.com,Fake
DF112,Diabetes & Foot Ulcer,No need for foot exams if no symptoms,Dangerous advice ignoring neuropathy,footcareinfluencer.com,Fake
DF113,Diabetes & Cure,Sound frequency therapy cures diabetes,Nonsensical energy healing claim,soundhealing.com,Fake
DF114,Diabetes & Eye,Wearing tinted glasses prevents diabetic retinopathy,False prevention claim,eyewellnessdaily.com,Fake
DF115,Diabetes & Nephropathy,Salt water flushes cure diabetic kidneys,Dangerous claim about salt consumption,kidneycleansepro.com,Fake
DF116,Diabetes & Medications,All diabetes treatments are placebos,Extreme conspiracy claim,bigpharmatruth.com,Fake
DF117,Diabetes & Foot Ulcer,Papaya dressing heals diabetic ulcers overnight,Herbal remedy claim,homecureadvisor.com,Fake
DF118,Diabetes & Neuropathy,Cactus juice regenerates diabetic nerves,Unproven herbal claim,naturalnervecure.com,Fake
DF119,Diabetes & Eye,No need for diabetic eye screening after age 60,False claim about age and risk,healthmyths.com,Fake
DF120,Diabetes & Cure,Diabetes is actually a parasite infection,False disease causation claim,medtruthdaily.com,Fake
DF121,Diabetes & Nephropathy,Turmeric alone cures diabetic kidney disease,Overstated anti-inflammatory claim,herbalremediesdaily.com,Fake
DF122,Diabetes & Medications,Lower dose of medication works better than higher,Dangerous dosing advice,medtruthtips.com,Fake
DF123,Diabetes & Foot Ulcer,Rubbing alcohol is best for diabetic ulcers,Harmful wound care advice,homewoundcare.com,Fake
DF124,Diabetes & Cure,Positive affirmations cure diabetes,Mind-body pseudoscience,mindovermatter.com,Fake
DF125,Diabetes & Eye,Reading fine print improves diabetic retinopathy,Exercise myth,diyeyesight.com,Fake
DF126,Diabetes & Nephropathy,Red meat cures diabetic kidney disease,Dangerous dietary advice,diettipsdaily.com,Fake
DF127,Diabetes & Neuropathy,Whirlpool baths regenerate diabetic nerves,Overstated therapy claim,nervecurepro.com,Fake
DF128,Diabetes & Medications,Stop diabetes medication if you feel good,Dangerous advice,cureadvisor.com,Fake
DF129,Diabetes & Foot Ulcer,Toe amputation is never needed with this cream,Product overclaim,footcuremiracle.com,Fake
DF130,Diabetes & Cure,Diabetes can be reversed by a single meal,Misleading dietary claim,dietcure.com,Fake
DF131,Diabetes & Eye,Eye pressure is the main cause of diabetic retinopathy,False disease mechanism,healthmyths.com,Fake
DF132,Diabetes & Nephropathy,Cinnamon water cures diabetic kidney disease,Herbal remedy overclaim,kidneycleansepro.com,Fake
DF133,Diabetes & Medications,New diabetes cure approved in secret,Conspiracy claim,truthmed.com,Fake
DF134,Diabetes & Neuropathy,Alcohol rubs cure diabetic neuropathy,Harmful advice,nervecuremyth.com,Fake
DF135,Diabetes & Foot Ulcer,No need to see a podiatrist,Dangerous advice,footcaremyth.com,Fake
DF136,Diabetes & Cure,Reiki healing eliminates diabetes,Energy healing claim,mindcure.com,Fake
DF137,Diabetes & Eye,Wearing glasses makes retinopathy worse,False claim,eyewellnessdaily.com,Fake
DF138,Diabetes & Nephropathy,Broccoli cures diabetic kidney disease,Overstated vegetable remedy,herbalremediesdaily.com,Fake
DF139,Diabetes & Medications,Diabetes drugs are a hoax,Extreme conspiracy,bigpharmatruth.com,Fake
DF140,Diabetes & Foot Ulcer,Garlic paste heals ulcers better than antibiotics,Home remedy overclaim,naturalwoundcare.com,Fake
DF141,Diabetes & Neuropathy,Jumping on trampoline regenerates diabetic nerves,Dangerous exercise advice,vibrationtherapy.com,Fake
DF142,Diabetes & Cure,Diabetes cured by laughing therapy,Nonsensical claim,mindovermatter.com,Fake
DF143,Diabetes & Eye,No need for eye exams with good diet,Dangerous dietary-only claim,diettipsdaily.com,Fake
DF144,Diabetes & Nephropathy,Lemon juice flushes diabetic kidneys,Dangerous acid consumption claim,renalhealthdaily.com,Fake
DF145,Diabetes & Medications,One pill replaces all diabetes medications,Unproven product claim,miraclecurestore.com,Fake
DF146,Diabetes & Foot Ulcer,Peroxide foot baths cure diabetic ulcers,Harmful wound care claim,homecureadvisor.com,Fake
DF147,Diabetes & Cure,Diabetes cured by breathing exercises,Pseudoscience claim,naturalhealingdaily.com,Fake
DF148,Diabetes & Eye,Ginger tea prevents diabetic blindness,Herbal overclaim,herbalremediesdaily.com,Fake
DF149,Diabetes & Nephropathy,Coffee prevents diabetic kidney disease,Dietary overclaim,diettipsdaily.com,Fake
DF150,Diabetes & Neuropathy,Walking barefoot prevents neuropathy,Dangerous advice,footcuremyth.com,Fake
DF151,Diabetes & Cure,Dr. Devi Shetty's secret diabetes remedy exposed,Fake video of Dr. Shetty promoting diabetes cure in 37 hours,miraclehealth.co,Fake
DF152,Diabetes & Eye,Apple cider vinegar clears diabetic retinopathy,Claim that ACV eliminates retinal damage,naturalcurecorner.com,Fake
DF153,Diabetes & Nephropathy,Kidneys regenerate with this simple herb,Unproven herbal claim for kidney regeneration,kidneycure.org,Fake
DF154,Diabetes & Medications,Metformin causes Alzheimer's disease,False scare claim about common diabetes medication,medtruthdaily.com,Fake
DF155,Diabetes & Foot Ulcer,Burned foot ulcer treatments are effective,Extremely dangerous wound care advice,homewoundcare.com,Fake
DF156,Diabetes & Cure,5-day water fast cures type 1 diabetes,Dangerous fasting claim,fastingcure.com,Fake
DF157,Diabetes & Neuropathy,Copper bracelets eliminate neuropathy pain,Pseudoscience product claim,magnethealth.com,Fake
DF158,Diabetes & Eye,Eye drops with castor oil reverse diabetic retinopathy,Unproven remedy claim,naturalvisioncure.com,Fake
DF159,Diabetes & Nephropathy,Kidney dialysis is never needed with this supplement,Dangerous product overclaim,kidneycleansepro.com,Fake
DF160,Diabetes & Medications,Stop all diabetes medications forever,Extremely dangerous advice,cureadvisor.com,Fake
DF161,Diabetes & Foot Ulcer,Maggot therapy is the only way to heal ulcers,Misrepresentation of medical treatment,woundcuremyth.com,Fake
