id,disease_domain,news_title,news_snippet,source_domain,label
MHF703,Ebola,Ebola is a side effect of the flu vaccine,An anti-vaccine blog claims influenza vaccination causes Ebola-like symptoms.,ebolafluvaxmyth.com,Fake
MHF704,Ebola,Drinking holy water cures Ebola,"A religious group claims blessed water eliminates the virus, discouraging medical treatment.",ebolaholywatercure.org,Fake
MHF705,Ebola,Ebola is transmitted through the air – wear hazmat suits always,An exaggerated transmission claim causes panic and unnecessary PPE shortages.,ebolaairbornemyth.com,Fake
MHF706,Zika (additional),Zika is a punishment from God for abortion,"A religious extremist claim says Zika is divine punishment, stigmatizing pregnant women.",zikapuni shmentmyth.org,Fake
MHF707,Zika,Zika can be cured by drinking guava juice,A tropical fruit seller claims guava flavonoids eliminate the virus.,zikaguavacure.com,Fake
MHF708,Zika,Zika is a hoax to sell mosquito nets,A denialist blog claims the outbreak is fabricated to profit from vector control products.,zikahoaxprofit.org,Fake
MHF709,Zika,Zika causes autism in children,A fabricated study claims Zika infection during pregnancy leads to autism.,zikaautismmyth.com,Fake
MHF710,Zika,Zika mosquitoes are attracted to dark skin,A racist pseudoscience claim says Aedes mosquitoes prefer darker skin tones.,zikaskincolormyth.org,Fake
MHF711,SARS (additional),SARS is caused by eating exotic animals – stop all meat,An exaggerated claim from an unverified source blames exotic meat consumption exclusively.,sarsexoticmeatmyth.com,Fake
MHF712,SARS,SARS survivors are permanently immune to all coronaviruses,A dangerous myth claims SARS survivors have universal coronavirus immunity.,sarssurvivorimmunity.org,Fake
MHF713,SARS,SARS is a hoax to sell masks,A denialist blog claims the SARS outbreak was fabricated to profit from PPE sales.,sarsmaskprofit.com,Fake
MHF714,SARS,Drinking ginseng tea prevents SARS,A traditional Chinese remedy claim says ginseng provides 100% protection.,sarsginsengshield.org,Fake
MHF715,SARS,SARS is caused by stress – not a virus,"A psychosomatic claim ignores the viral etiology, blaming stress exclusively.",sarsstressmyth.com,Fake
MHF716,HIV/AIDS (additional),HIV is a curse from ancestors – perform rituals,"A traditional healer claims HIV is a spiritual curse, discouraging ART.",hivancestralcure.org,Fake
MHF717,HIV/AIDS,HIV can be cured by eating raw eggs daily,A bizarre nutritional claim says raw eggs boost immunity against HIV.,hivraweggcure.com,Fake
MHF718,HIV/AIDS,HIV tests are contaminated with HIV,"A terrifying conspiracy claims testing kits contain the virus, causing testing refusal.",hivtestcontammyth.org,Fake
MHF719,HIV/AIDS,HIV is a result of homosexuality – repent,A stigmatizing religious claim says HIV is divine punishment for same-sex relationships.,hivhomosexualitymyth.com,Fake
MHF720,HIV/AIDS,Drinking urine cures HIV,A bizarre folk remedy claim says urine contains antibodies against HIV.,hivurinecure.org,Fake
MHF721,Polio (additional),Polio is caused by eating too much sugar,"A bizarre dietary myth blames sugar consumption for polio, ignoring the virus.",poliosugarmyth.com,Fake
MHF722,Polio,Polio survivors are immune to all viruses,A dangerous myth claims polio survivors have universal viral immunity.,poliosurvivorimmunity.org,Fake
MHF723,Polio,Polio is a hoax to sell vaccines in Pakistan,A conspiracy blog claims polio eradication campaigns are fabricated to profit from vaccines.,poliopakistanprofit.com,Fake
MHF724,Polio,Drinking camel milk prevents polio,A pastoralist claim says camel milk contains antibodies against poliovirus.,poliocamelmilk.org,Fake
MHF725,Polio,Polio is caused by vaccination – not the virus,"An anti-vaccine claim says OPV causes polio, ignoring the wild virus.",poliovaxcausemyth.com,Fake
MHF726,Cancer (additional),Cancer is a fungus – treat with baking soda,"A bizarre mycological claim says all cancers are fungal, selling baking soda as a cure.",cancerfungusmyth.org,Fake
MHF727,Cancer,Cancer can be cured by eating apricot seeds only,A dangerously restrictive diet plan claims apricot kernels alone cure metastasis.,apricotonlycure.com,Fake
MHF728,Cancer,Cancer is a punishment for sins,"A religious extremist claim says cancer is divine punishment, discouraging medical treatment.",cancersinscure.org,Fake
MHF729,Cancer,Drinking hydrogen peroxide cures cancer,"A dangerous claim says peroxide oxygenates blood and kills tumors, causing fatal embolism.",cancerperoxidecure.com,Fake
MHF730,Cancer,Cancer can be cured by laughing every day,"A motivational guru claims laughter eliminates tumors, selling expensive therapy retreats.",cancerlaughtercure.org,Fake
MHF731,Alzheimer's,Alzheimer's is caused by aluminum cookware – switch to clay,"A debunked claim resurfaces, selling expensive clay pots as ""Alzheimer's prevention.""",alzheimeraluminummyth.com,Fake
MHF732,Alzheimer's,Coconut oil cures Alzheimer's in 30 days,A supplement seller claims MCT oil crosses the BBB and clears amyloid plaques.,coconut oilalzheimercure.org,Fake
MHF733,Alzheimer's,Alzheimer's is a normal part of aging – no treatment needed,"A dangerous myth claims dementia is inevitable, discouraging early diagnosis and care.",alzheimernormalaging.com,Fake
MHF734,Alzheimer's,Ginkgo biloba reverses Alzheimer's completely,"A supplement company claims ginkgo restores memory, with no robust RCT evidence.",ginkgoalzheimer cure.org,Fake
MHF735,Alzheimer's,Alzheimer's is caused by vaccines,"An anti-vaccine group claims aluminum in vaccines causes Alzheimer's, ignoring epidemiological data.",alzheimervaxmyth.com,Fake
MHF736,Alzheimer's,Turmeric prevents Alzheimer's – eat it daily,A supplement seller claims curcumin crosses the BBB and prevents amyloid deposition.,turmericalzheimerprevent.org,Fake
MHF737,Alzheimer's,Alzheimer's can be reversed by playing brain games,"A game developer claims cognitive training reverses dementia, with no clinical proof.",alzheimergamecure.com,Fake
MHF738,Alzheimer's,Alzheimer's is caused by fluoride in water,"An anti-fluoride group claims fluoridation causes dementia, ignoring epidemiological evidence.",alzheimerfluoridemyth.org,Fake
MHF739,Alzheimer's,Drinking coffee prevents Alzheimer's,"A coffee industry claim says caffeine protects against dementia, with no robust evidence.",coffeealzheimerprevent.com,Fake
MHF740,Alzheimer's,Alzheimer's is a hoax created by pharmaceutical companies,A denialist blog claims Alzheimer's is fabricated to sell expensive drugs.,alzheimerhoaxprofit.org,Fake
MHF741,Parkinson's,Parkinson's is caused by pesticides – avoid all vegetables,"An environmental claim blames all pesticides, discouraging healthy eating.",parkinsonpesticidemyth.com,Fake
MHF742,Parkinson's,Cannabis oil cures Parkinson's tremors instantly,"A dispensary marketing claim says THC eliminates tremors, with no robust clinical data.",parkinsoncannabiscure.org,Fake
MHF743,Parkinson's,Parkinson's can be reversed by eating fava beans,"A dietary claim says fava beans contain levodopa, but with no therapeutic effect.",parkinsonfavabeancure.com,Fake
MHF744,Parkinson's,Parkinson's is caused by cell phones,A pseudoscience claim says EMF radiation causes dopamine neuron death.,parkinsoncellphonemyth.org,Fake
MHF745,Parkinson's,Parkinson's can be cured by acupuncture,"An acupuncturist claim says needling restores dopamine, with no clinical proof.",parkinsonacupuncturecure.com,Fake
MHF746,Parkinson's,Parkinson's is a punishment for sins,A religious extremist claim says Parkinson's is divine punishment.,parkinsonsinscure.org,Fake
MHF747,Parkinson's,Drinking green tea prevents Parkinson's,A tea industry claim says catechins protect against dopamine neuron death.,greenteaparkinsonprevent.com,Fake
MHF748,Parkinson's,Parkinson's can be cured by stem cell injections,"An unregulated clinic claims stem cells restore dopamine, with no RCT evidence.",parkinsonstemcellcure.org,Fake
MHF749,Parkinson's,Parkinson's is caused by dental fillings,An anti-amalgam group claims mercury in fillings causes Parkinson's.,parkinsonamalgammyth.com,Fake
MHF750,Parkinson's,Parkinson's is a hoax – tremors are just anxiety,"A denialist blog claims Parkinson's is psychosomatic, discouraging treatment.",parkinsonhoaxanxiety.org,Fake
MHF751,Multiple Sclerosis,MS is caused by dairy – stop all milk,"A diet blog claims casein causes demyelination, encouraging dairy-free diets.",msdairymyth.com,Fake
MHF752,Multiple Sclerosis,Vitamin D cures MS completely,"A supplement seller claims high-dose vitamin D reverses MS, with no clinical proof.",msvitamindcure.org,Fake
MHF753,Multiple Sclerosis,MS is caused by vaccines,"An anti-vaccine group claims vaccines trigger demyelination, ignoring epidemiological data.",msvaxcause.com,Fake
MHF754,Multiple Sclerosis,MS can be reversed by avoiding gluten,"A diet blog claims gluten causes MS, encouraging gluten-free diets.",ms glutenmyth.org,Fake
MHF755,Multiple Sclerosis,MS is a punishment for sins,A religious extremist claim says MS is divine punishment.,mssinscure.com,Fake
MHF756,Multiple Sclerosis,Cannabis oil cures MS spasticity permanently,"A dispensary marketing claim says THC eliminates spasticity, with no robust evidence.",mscannabiscure.org,Fake
MHF757,Multiple Sclerosis,MS is caused by stress – not a disease,"A psychosomatic claim says MS is caused by emotional stress, ignoring autoimmune etiology.",msstressmyth.com,Fake
MHF758,Multiple Sclerosis,Drinking coffee prevents MS,A coffee industry claim says caffeine protects against autoimmunity.,mscoffeeprevent.org,Fake
MHF759,Multiple Sclerosis,MS can be cured by bee sting therapy,"An apitherapy claim says bee venom restores myelin, with no clinical proof.",msbeest ingcure.com,Fake
MHF760,Multiple Sclerosis,MS is a hoax to sell expensive drugs,A denialist blog claims MS is fabricated to profit from disease-modifying therapies.,mshoaxprofit.org,Fake
MHF761,Lupus,Lupus is caused by sunlight – avoid all sun,"An exaggerated claim says sun exposure causes lupus, leading to vitamin D deficiency.",lupussunmyth.com,Fake
MHF762,Lupus,Lupus can be cured by avoiding gluten,"A diet blog claims gluten triggers lupus, encouraging gluten-free diets.",lupusglutenmyth.org,Fake
MHF763,Lupus,Lupus is caused by vaccines,"An anti-vaccine group claims vaccines trigger lupus, ignoring epidemiological data.",lupusvaxcause.com,Fake
MHF764,Lupus,Lupus can be reversed by taking turmeric,"A supplement seller claims curcumin modulates lupus, with no clinical proof.",lupusturmericcure.org,Fake
MHF765,Lupus,Lupus is a punishment for sins,A religious extremist claim says lupus is divine punishment.,lupussinscure.com,Fake
MHF766,Lupus,Lupus can be cured by drinking aloe vera juice,"A wellness claim says aloe vera modulates the immune system, with no evidence.",lupusaloecure.org,Fake
MHF767,Lupus,Lupus is caused by stress – not an autoimmune disease,A psychosomatic claim says lupus is caused by emotional stress.,lupusstressmyth.com,Fake
MHF768,Lupus,Lupus can be cured by avoiding nightshade vegetables,"A diet blog claims nightshades trigger lupus, encouraging restrictive diets.",lupusnightshademyth.org,Fake
MHF769,Lupus,Drinking green tea prevents lupus,A tea industry claim says catechins modulate autoimmunity.,lupusgreenteaprevent.com,Fake
MHF770,Lupus,Lupus is a hoax – symptoms are just allergies,A denialist blog claims lupus is fabricated and symptoms are merely allergic reactions.,lupushoaxallergy.org,Fake
MHF771,Rheumatoid Arthritis,RA is caused by cold weather – move to a warm climate,"A persistent myth claims cold temperatures cause RA, ignoring autoimmune etiology.",racoldweathermyth.com,Fake
MHF772,Rheumatoid Arthritis,RA can be cured by avoiding all meat,"A diet blog claims meat triggers RA, encouraging vegetarian diets.",rameatmyth.org,Fake
MHF773,Rheumatoid Arthritis,RA is caused by vaccines,"An anti-vaccine group claims vaccines trigger RA, ignoring epidemiological data.",ravaxcause.com,Fake
MHF774,Rheumatoid Arthritis,RA can be reversed by taking turmeric,"A supplement seller claims curcumin modulates RA, with no clinical proof.",raturmericcure.org,Fake
MHF775,Rheumatoid Arthritis,RA is a punishment for sins,A religious extremist claim says RA is divine punishment.,rasinscure.com,Fake
MHF776,Rheumatoid Arthritis,RA can be cured by drinking ginger tea,"A wellness claim says ginger reduces inflammation, with no clinical proof.",ragingercure.org,Fake
MHF777,Rheumatoid Arthritis,RA is caused by stress – not an autoimmune disease,A psychosomatic claim says RA is caused by emotional stress.,rastressmyth.com,Fake
MHF778,Rheumatoid Arthritis,RA can be cured by avoiding nightshade vegetables,"A diet blog claims nightshades trigger RA, encouraging restrictive diets.",ranightshademyth.org,Fake
